code,role
702254,{"id":954,"name":"702254_kibra_nairobi"}
700363,{"id":959,"name":"700363_mathiraeast_nyeri"}
702027,{"id":964,"name":"702027_kamukunji_nairobi"}
600178,{"id":969,"name":"600178_subanorth_homabay"}
600341,{"id":974,"name":"600341_rachuonyonorth_homabay"}
600306,{"id":979,"name":"600306_nyatike_migori"}
709407,{"id":981,"name":"709407_kaloleni_kilifi"}
602257,{"id":1996,"name":"602257_rangwe_homabay"}
602650,{"id":990,"name":"602650_matungu_kakamega"}
701641,{"id":995,"name":"701641_nyatike_migori"}
708750,{"id":1000,"name":"708750_kamukunji_nairobi"}
709761,{"id":1005,"name":"709761_mbeerenorth_embu"}
710315,{"id":1009,"name":"710315_mathiraeast_nyeri"}
706969,{"id":1014,"name":"706969_nyeritown_nyeri"}
709473,{"id":1019,"name":"709473_kilifinorth_kilifi"}
708740,{"id":1024,"name":"708740_makadara_nairobi"}
702185,{"id":1029,"name":"702185_langata_nairobi"}
701962,{"id":1034,"name":"701962_dagorettinorth_nairobi"}
600715,{"id":1039,"name":"600715_ikolomani_kakamega"}
701971,{"id":1044,"name":"701971_makadara_nairobi"}
701786,{"id":1049,"name":"701786_mathirawest_nyeri"}
711302,{"id":2001,"name":"711302_mosop_nandi"}
702258,{"id":2006,"name":"702258_dagorettinorth_nairobi"}
601065,{"id":2011,"name":"601065_nandihills_nandi"}
708637,{"id":2016,"name":"708637_embakasiwest_nairobi"}
709416,{"id":2021,"name":"709416_ganze_kilifi"}
602778,{"id":2026,"name":"602778_lurambi_kakamega"}
700388,{"id":2031,"name":"700388_malava_kakamega"}
711451,{"id":2036,"name":"711451_gilgil_nakuru"}
702239,{"id":2041,"name":"702239_kibra_nairobi"}
600167,{"id":2046,"name":"600167_subanorth_homabay"}
705652,{"id":2051,"name":"705652_manyatta_embu"}
600413,{"id":2056,"name":"600413_rarieda_siaya"}
708712,{"id":2061,"name":"708712_embakasinorth_nairobi"}
709014,{"id":2066,"name":"709014_westlands_nairobi"}
705827,{"id":2073,"name":"705827_belgut_kericho"}
703970,{"id":2078,"name":"703970_bureti_kericho"}
700990,{"id":2088,"name":"700990_nyerisouth_nyeri"}
701629,{"id":2092,"name":"701629_nyatike_migori"}
703172,{"id":2097,"name":"703172_rachuonyonorth_homabay"}
600209,{"id":2101,"name":"600209_ndhiwa_homabay"}
701864,{"id":2106,"name":"701864_kasarani_nairobi"}
701981,{"id":2110,"name":"701981_dagorettinorth_nairobi"}
602547,{"id":2114,"name":"602547_khwisero_kakamega"}
602583,{"id":2119,"name":"602583_nakurueast_nakuru"}
705173,{"id":2124,"name":"705173_ainamoi_kericho"}
701989,{"id":2129,"name":"701989_roysambu_nairobi"}
702176,{"id":2134,"name":"702176_starehe_nairobi"}
600756,{"id":2139,"name":"600756_mumiaswest_kakamega"}
705801,{"id":2144,"name":"705801_belgut_kericho"}
703301,{"id":3222,"name":"703301_mukurwe-ini_nyeri"}
602585,{"id":2153,"name":"602585_nakurueast_nakuru"}
600453,{"id":2156,"name":"600453_subasouth_homabay"}
711819,{"id":2161,"name":"711819_awendo_migori"}
711934,{"id":2166,"name":"711934_chesumei_nandi"}
601829,{"id":2171,"name":"601829_magarini_kilifi"}
700642,{"id":2176,"name":"700642_lugari_kakamega"}
601679,{"id":2181,"name":"601679_starehe_nairobi"}
711933,{"id":2185,"name":"711933_ugenya_siaya"}
700633,{"id":2190,"name":"700633_lugari_kakamega"}
709470,{"id":2195,"name":"709470_kilifinorth_kilifi"}
712665,{"id":2200,"name":"712665_rongai_nakuru"}
700994,{"id":2204,"name":"700994_nyerisouth_nyeri"}
712787,{"id":2209,"name":"712787_naivasha_nakuru"}
710043,{"id":2214,"name":"710043_njoro_nakuru"}
700493,{"id":2219,"name":"700493_malava_kakamega"}
602425,{"id":2224,"name":"602425_kuresoisouth_nakuru"}
700639,{"id":2229,"name":"700639_lugari_kakamega"}
601575,{"id":2234,"name":"601575_nyerisouth_nyeri"}
709929,{"id":2239,"name":"709929_naivasha_nakuru"}
709477,{"id":2244,"name":"709477_magarini_kilifi"}
709972,{"id":2249,"name":"709972_nakuruwest_nakuru"}
701790,{"id":2254,"name":"701790_mathirawest_nyeri"}
701170,{"id":2259,"name":"701170_kituisouth_kitui"}
601701,{"id":2264,"name":"601701_mathare_nairobi"}
700946,{"id":2268,"name":"700946_lurambi_kakamega"}
709922,{"id":2273,"name":"709922_nakuruwest_nakuru"}
701866,{"id":2278,"name":"701866_dagorettinorth_nairobi"}
602495,{"id":2283,"name":"602495_kipkelionwest_kericho"}
702183,{"id":2288,"name":"702183_starehe_nairobi"}
600054,{"id":3225,"name":"600054_gem_siaya"}
708666,{"id":2297,"name":"708666_kamukunji_nairobi"}
700879,{"id":2302,"name":"700879_likuyani_kakamega"}
706972,{"id":2307,"name":"706972_nyeritown_nyeri"}
706792,{"id":3230,"name":"706792_gilgil_nakuru"}
600046,{"id":3234,"name":"600046_gem_siaya"}
602461,{"id":1992,"name":"602461_bureti_kericho"}
701370,{"id":852,"name":"701370_sunawest_migori"}
701728,{"id":856,"name":"701728_matungu_kakamega"}
701160,{"id":861,"name":"701160_kituisouth_kitui"}
709278,{"id":866,"name":"709278_awendo_migori"}
711295,{"id":873,"name":"711295_mosop_nandi"}
702153,{"id":878,"name":"702153_dagorettisouth_nairobi"}
600307,{"id":882,"name":"600307_nyatike_migori"}
703978,{"id":887,"name":"703978_bureti_kericho"}
702129,{"id":892,"name":"702129_embakasinorth_nairobi"}
702078,{"id":897,"name":"702078_kibra_nairobi"}
701206,{"id":902,"name":"701206_kituisouth_kitui"}
700799,{"id":907,"name":"700799_matungu_kakamega"}
708805,{"id":912,"name":"708805_embakasicentral_nairobi"}
600389,{"id":917,"name":"600389_rachuonyoeast_homabay"}
701364,{"id":925,"name":"701364_sunawest_migori"}
705799,{"id":930,"name":"705799_belgut_kericho"}
710244,{"id":935,"name":"710244_nandihills_nandi"}
700500,{"id":940,"name":"700500_shinyalu_kakamega"}
600704,{"id":945,"name":"600704_malava_kakamega"}
700898,{"id":950,"name":"700898_lurambi_kakamega"}
712783,{"id":955,"name":"712783_njoro_nakuru"}
710116,{"id":960,"name":"710116_tinderet_nandi"}
702240,{"id":965,"name":"702240_kibra_nairobi"}
704485,{"id":970,"name":"704485_soinsigowet_kericho"}
700391,{"id":975,"name":"700391_malava_kakamega"}
600161,{"id":980,"name":"600161_subanorth_homabay"}
702189,{"id":982,"name":"702189_ruaraka_nairobi"}
701020,{"id":991,"name":"701020_kuresoisouth_nakuru"}
701168,{"id":996,"name":"701168_kituisouth_kitui"}
711455,{"id":1001,"name":"711455_gilgil_nakuru"}
702262,{"id":1997,"name":"702262_dagorettisouth_nairobi"}
700112,{"id":1010,"name":"700112_rarieda_siaya"}
701785,{"id":1015,"name":"701785_mathirawest_nyeri"}
708661,{"id":1020,"name":"708661_embakasiwest_nairobi"}
708697,{"id":1025,"name":"708697_embakasinorth_nairobi"}
602554,{"id":1030,"name":"602554_lugari_kakamega"}
600396,{"id":1035,"name":"600396_rarieda_siaya"}
701982,{"id":1040,"name":"701982_kamukunji_nairobi"}
602868,{"id":1045,"name":"602868_subacentral_homabay"}
700510,{"id":1050,"name":"700510_shinyalu_kakamega"}
709203,{"id":2002,"name":"709203_kilifisouth_kilifi"}
710050,{"id":2007,"name":"710050_njoro_nakuru"}
711309,{"id":2012,"name":"711309_mosop_nandi"}
601179,{"id":2017,"name":"601179_subukia_nakuru"}
700845,{"id":2022,"name":"700845_likuyani_kakamega"}
600686,{"id":2027,"name":"600686_shinyalu_kakamega"}
700456,{"id":2032,"name":"700456_lungalunga_kwale"}
709286,{"id":2037,"name":"709286_kuriaeast_migori"}
600179,{"id":2042,"name":"600179_subacentral_homabay"}
600468,{"id":2047,"name":"600468_subasouth_homabay"}
701293,{"id":2052,"name":"701293_embakasieast_nairobi"}
709244,{"id":2057,"name":"709244_molo_nakuru"}
705153,{"id":2062,"name":"705153_ainamoi_kericho"}
701799,{"id":2067,"name":"701799_mukurwe-ini_nyeri"}
709484,{"id":2074,"name":"709484_ganze_kilifi"}
701096,{"id":2079,"name":"701096_mwingicentral_kitui"}
701984,{"id":2084,"name":"701984_embakasinorth_nairobi"}
703156,{"id":2089,"name":"703156_rachuonyonorth_homabay"}
702399,{"id":2093,"name":"702399_mukurwe-ini_nyeri"}
702091,{"id":2098,"name":"702091_embakasinorth_nairobi"}
602362,{"id":2102,"name":"602362_homabaytown_homabay"}
700275,{"id":2107,"name":"700275_tetu_nyeri"}
601665,{"id":2111,"name":"601665_langata_nairobi"}
700727,{"id":2115,"name":"700727_roysambu_nairobi"}
708511,{"id":2120,"name":"708511_njoro_nakuru"}
600679,{"id":2125,"name":"600679_lurambi_kakamega"}
702141,{"id":2130,"name":"702141_mathare_nairobi"}
708963,{"id":2135,"name":"708963_makadara_nairobi"}
711385,{"id":2140,"name":"711385_chesumei_nandi"}
701085,{"id":2145,"name":"701085_mwinginorth_kitui"}
702567,{"id":3229,"name":"702567_mathiraeast_nyeri"}
602831,{"id":2157,"name":"602831_lurambi_kakamega"}
600374,{"id":2162,"name":"600374_rachuonyosouth_homabay"}
602498,{"id":2167,"name":"602498_kipkelionwest_kericho"}
701047,{"id":2172,"name":"701047_kituisouth_kitui"}
709400,{"id":2177,"name":"709400_kaloleni_kilifi"}
709436,{"id":3233,"name":"709436_magarini_kilifi"}
600168,{"id":2186,"name":"600168_subanorth_homabay"}
709438,{"id":2191,"name":"709438_magarini_kilifi"}
601667,{"id":2196,"name":"601667_langata_nairobi"}
600337,{"id":2201,"name":"600337_rachuonyonorth_homabay"}
702080,{"id":2205,"name":"702080_langata_nairobi"}
710109,{"id":2210,"name":"710109_emgwen_nandi"}
701972,{"id":2215,"name":"701972_westlands_nairobi"}
702136,{"id":2220,"name":"702136_ruaraka_nairobi"}
602560,{"id":2225,"name":"602560_kilifisouth_kilifi"}
600500,{"id":2230,"name":"600500_ugunja_siaya"}
600703,{"id":2235,"name":"600703_malava_kakamega"}
712007,{"id":2240,"name":"712007_ndhiwa_homabay"}
601568,{"id":2245,"name":"601568_nyeritown_nyeri"}
700393,{"id":2250,"name":"700393_malava_kakamega"}
701869,{"id":2255,"name":"701869_dagorettinorth_nairobi"}
702085,{"id":2260,"name":"702085_embakasinorth_nairobi"}
708629,{"id":2269,"name":"708629_embakasicentral_nairobi"}
600181,{"id":2274,"name":"600181_subanorth_homabay"}
701803,{"id":2279,"name":"701803_mukurwe-ini_nyeri"}
700640,{"id":2284,"name":"700640_lugari_kakamega"}
600346,{"id":2289,"name":"600346_rachuonyonorth_homabay"}
708082,{"id":2298,"name":"708082_rongai_nakuru"}
701116,{"id":2303,"name":"701116_mwingicentral_kitui"}
601658,{"id":2308,"name":"601658_roysambu_nairobi"}
708821,{"id":849,"name":"708821_westlands_nairobi"}
602243,{"id":2020,"name":"602243_lungalunga_kwale"}
701008,{"id":858,"name":"701008_kuresoisouth_nakuru"}
709196,{"id":863,"name":"709196_rabai_kilifi"}
700287,{"id":868,"name":"700287_tetu_nyeri"}
701647,{"id":870,"name":"701647_nyatike_migori"}
701642,{"id":875,"name":"701642_nyatike_migori"}
600323,{"id":880,"name":"600323_rachuonyonorth_homabay"}
708505,{"id":884,"name":"708505_nakuruwest_nakuru"}
709766,{"id":889,"name":"709766_mbeerenorth_embu"}
702260,{"id":894,"name":"702260_dagorettinorth_nairobi"}
600457,{"id":899,"name":"600457_subasouth_homabay"}
702111,{"id":904,"name":"702111_mathare_nairobi"}
709395,{"id":909,"name":"709395_ganze_kilifi"}
601852,{"id":914,"name":"601852_lungalunga_kwale"}
601172,{"id":922,"name":"601172_subukia_nakuru"}
708794,{"id":927,"name":"708794_embakasisouth_nairobi"}
701856,{"id":932,"name":"7018566_embakasieast_nairobi"}
602535,{"id":937,"name":"602535_kamukunji_nairobi"}
703186,{"id":942,"name":"703186_rachuonyoeast_homabay"}
700833,{"id":947,"name":"700833_likuyani_kakamega"}
708601,{"id":952,"name":"708601_kibra_nairobi"}
600702,{"id":957,"name":"600702_malava_kakamega"}
700799,{"id":962,"name":"700799_mumiaseast_kakamega"}
602729,{"id":967,"name":"602729_rachuonyosouth_homabay"}
711298,{"id":972,"name":"711298_mosop_nandi"}
601161,{"id":977,"name":"601161_rongai_nakuru"}
709660,{"id":984,"name":"709660_kuresoisouth_nakuru"}
709338,{"id":988,"name":"709338_malindi_kilifi"}
712659,{"id":993,"name":"712659_rongai_nakuru"}
600475,{"id":998,"name":"600475_ugenya_siaya"}
700360,{"id":1003,"name":"700360_mathiraeast_nyeri"}
707096,{"id":1007,"name":"707096_luanda_vihiga"}
711190,{"id":1012,"name":"711190_kipkelionwest_kericho"}
700974,{"id":1017,"name":"700974_mumiaseast_kakamega"}
600685,{"id":1022,"name":"600685_shinyalu_kakamega"}
708158,{"id":1027,"name":"708158_nakuruwest_nakuru"}
600471,{"id":1032,"name":"600471_ugunja_siaya"}
600404,{"id":1037,"name":"600404_rarieda_siaya"}
701878,{"id":1042,"name":"701878_embakasiwest_nairobi"}
709243,{"id":1047,"name":"709243_kuresoisouth_nakuru"}
701913,{"id":2025,"name":"701913_makadara_nairobi"}
702104,{"id":2030,"name":"702104_ruaraka_nairobi"}
712877,{"id":2035,"name":"712877_ainamoi_kericho"}
701094,{"id":2040,"name":"701094_mwingicentral_kitui"}
601074,{"id":2045,"name":"601074_nandihills_nandi"}
700874,{"id":2050,"name":"700874_likuyani_kakamega"}
701801,{"id":2055,"name":"701801_mukurwe-ini_nyeri"}
600673,{"id":2060,"name":"600673_lurambi_kakamega"}
703935,{"id":2065,"name":"703935_bureti_kericho"}
708716,{"id":2070,"name":"708716_embakasiwest_nairobi"}
700519,{"id":2072,"name":"700519_shinyalu_kakamega"}
702999,{"id":2077,"name":"702999_subacentral_homabay"}
601051,{"id":2082,"name":"601051_subukia_nakuru"}
708787,{"id":2087,"name":"708787_kibra_nairobi"}
602550,{"id":2091,"name":"602550_lugari_kakamega"}
601176,{"id":2096,"name":"6011762_ganze_kilifi"}
709612,{"id":2105,"name":"709612_kilifinorth_kilifi"}
708636,{"id":2118,"name":"708636_starehe_nairobi"}
600328,{"id":2123,"name":"600328_rachuonyonorth_homabay"}
600625,{"id":2128,"name":"600625_butere_kakamega"}
707028,{"id":2133,"name":"707028_ugenya_siaya"}
708672,{"id":2138,"name":"708672_makadara_nairobi"}
601693,{"id":2143,"name":"601693_embakasinorth_nairobi"}
708170,{"id":2148,"name":"708170_kuresoinorth_nakuru"}
700987,{"id":2152,"name":"700987_nyerisouth_nyeri"}
700286,{"id":2160,"name":"700286_tetu_nyeri"}
600173,{"id":2165,"name":"600173_subanorth_homabay"}
701802,{"id":2170,"name":"701802_mukurwe-ini_nyeri"}
602383,{"id":2175,"name":"602383_embakasinorth_nairobi"}
700346,{"id":2180,"name":"700346_homabaytown_homabay"}
700518,{"id":2184,"name":"700518_shinyalu_kakamega"}
708954,{"id":2189,"name":"708954_makadara_nairobi"}
701873,{"id":2194,"name":"701873_embakasiwest_nairobi"}
701382,{"id":2199,"name":"701382_magarini_kilifi"}
701045,{"id":2208,"name":"701045_mwingicentral_kitui"}
700243,{"id":2213,"name":"700243_khwisero_kakamega"}
703131,{"id":2218,"name":"703131_subasouth_homabay"}
708599,{"id":2223,"name":"708599_starehe_nairobi"}
701756,{"id":2228,"name":"701756_mathiraeast_nyeri"}
600182,{"id":2233,"name":"600182_subanorth_homabay"}
600349,{"id":2238,"name":"600349_rachuonyonorth_homabay"}
600342,{"id":2243,"name":"600342_rachuonyonorth_homabay"}
700856,{"id":2248,"name":"700856_likuyani_kakamega"}
701860,{"id":2253,"name":"701860_embakasiwest_nairobi"}
700984,{"id":2258,"name":"700984_mumiaseast_kakamega"}
711815,{"id":2263,"name":"711815_awendo_migori"}
711305,{"id":2267,"name":"711305_mosop_nandi"}
711374,{"id":2272,"name":"711374_chesumei_nandi"}
711195,{"id":2277,"name":"711195_kipkelionwest_kericho"}
707168,{"id":2282,"name":"707168_nakurueast_nakuru"}
711203,{"id":2287,"name":"711203_emgwen_nandi"}
700347,{"id":2292,"name":"700347_homabaytown_homabay"}
700407,{"id":2296,"name":"700407_malava_kakamega"}
602582,{"id":2301,"name":"602582_nakurueast_nakuru"}
600881,{"id":2306,"name":"600881_gilgil_nakuru"}
701885,{"id":850,"name":"701885_embakasieast_nairobi"}
701353,{"id":859,"name":"701353_kituisouth_kitui"}
708610,{"id":864,"name":"708610_kibra_nairobi"}
703413,{"id":869,"name":"703413_hamisi_vihiga"}
701890,{"id":871,"name":"701890_makadara_nairobi"}
600887,{"id":876,"name":"600887_gilgil_nakuru"}
702145,{"id":2310,"name":"702145_ruaraka_nairobi"}
710439,{"id":885,"name":"710439_mukurwe-ini_nyeri"}
602712,{"id":890,"name":"602712_lugari_kakamega"}
709206,{"id":895,"name":"709206_kilifisouth_kilifi"}
708560,{"id":900,"name":"708560_soinsigowet_kericho"}
709624,{"id":905,"name":"709624_kilifinorth_kilifi"}
601485,{"id":910,"name":"601485_mukurwe-ini_nyeri"}
702149,{"id":915,"name":"702149_mathare_nairobi"}
709319,{"id":919,"name":"709319_malindi_kilifi"}
711212,{"id":923,"name":"711212_emgwen_nandi"}
600375,{"id":928,"name":"600375_rachuonyosouth_homabay"}
702237,{"id":933,"name":"702237_kibra_nairobi"}
700356,{"id":938,"name":"700356_mathiraeast_nyeri"}
701010,{"id":943,"name":"701010_kuresoisouth_nakuru"}
701224,{"id":948,"name":"701224_kituicentral_kitui"}
701387,{"id":953,"name":"701387_d_ecommunityhealthunit"}
600345,{"id":958,"name":"600345_rachuonyonorth_homabay"}
702116,{"id":963,"name":"702116_kamukunji_nairobi"}
700929,{"id":968,"name":"700929_ikolomani_kakamega"}
709613,{"id":973,"name":"709613_kilifinorth_kilifi"}
703933,{"id":978,"name":"703933_bureti_kericho"}
701003,{"id":985,"name":"701003_kuresoinorth_nakuru"}
708881,{"id":989,"name":"708881_kasarani_nairobi"}
601037,{"id":994,"name":"601037_naivasha_nakuru"}
703971,{"id":999,"name":"703971_bureti_kericho"}
710130,{"id":1004,"name":"710130_mbeerenorth_embu"}
600484,{"id":1008,"name":"600484_ugenya_siaya"}
708074,{"id":1013,"name":"708074_nakurunorth_nakuru"}
701354,{"id":1018,"name":"701354_kituisouth_kitui"}
601830,{"id":1023,"name":"601830_magarini_kilifi"}
702226,{"id":1028,"name":"702226_dagorettisouth_nairobi"}
602838,{"id":1033,"name":"602838_rachuonyonorth_homabay"}
701760,{"id":1038,"name":"701760_mathiraeast_nyeri"}
707105,{"id":1043,"name":"707105_luanda_vihiga"}
601864,{"id":1048,"name":"601864_lungalunga_kwale"}
701068,{"id":2315,"name":"701068_mwinginorth_kitui"}
701209,{"id":2320,"name":"701209_kituisouth_kitui"}
700938,{"id":2325,"name":"700938_ikolomani_kakamega"}
708710,{"id":2329,"name":"708710_embakasinorth_nairobi"}
708668,{"id":2334,"name":"708668_roysambu_nairobi"}
702362,{"id":2339,"name":"702362_kipkelioneast_kericho"}
701163,{"id":2344,"name":"701163_kituisouth_kitui"}
709449,{"id":2348,"name":"709449_magarini_kilifi"}
701202,{"id":2353,"name":"701202_kituisouth_kitui"}
700812,{"id":2358,"name":"700812_butere_kakamega"}
701782,{"id":2363,"name":"701782_mathirawest_nyeri"}
600744,{"id":2367,"name":"600744_lugari_kakamega"}
709233,{"id":2372,"name":"709233_molo_nakuru"}
701233,{"id":2377,"name":"701233_kituicentral_kitui"}
602844,{"id":2382,"name":"602844_kituicentral_kitui"}
701921,{"id":2391,"name":"701921_makadara_nairobi"}
600206,{"id":2396,"name":"600206_ndhiwa_homabay"}
700277,{"id":2400,"name":"700277_tetu_nyeri"}
602767,{"id":2404,"name":"602767_lurambi_kakamega"}
711935,{"id":2408,"name":"711935_aldai_nandi"}
708634,{"id":2416,"name":"708634_embakasieast_nairobi"}
601351,{"id":2421,"name":"601351_kienieast_nyeri"}
703946,{"id":2426,"name":"703946_bureti_kericho"}
600721,{"id":2435,"name":"600721_ikolomani_kakamega"}
705157,{"id":2440,"name":"705157_ainamoi_kericho"}
601093,{"id":2445,"name":"601093_tinderet_nandi"}
711937,{"id":2449,"name":"711937_mosop_nandi"}
702974,{"id":2453,"name":"702974_rangwe_homabay"}
601574,{"id":2458,"name":"601574_nyerisouth_nyeri"}
701733,{"id":2463,"name":"701733_soinsigowet_kericho"}
710648,{"id":2471,"name":"710648_mathare_nairobi"}
702351,{"id":2476,"name":"702351_kipkelioneast_kericho"}
703442,{"id":2480,"name":"703442_ainamoi_kericho"}
709657,{"id":2485,"name":"709657_kuresoisouth_nakuru"}
711188,{"id":2490,"name":"711188_kipkelionwest_kericho"}
708606,{"id":2494,"name":"708606_kibra_nairobi"}
701882,{"id":2499,"name":"701882_kasarani_nairobi"}
702048,{"id":2504,"name":"702048_ruaraka_nairobi"}
600310,{"id":2509,"name":"600310_nyatike_migori"}
701155,{"id":2514,"name":"701155_kituisouth_kitui"}
702124,{"id":2519,"name":"702124_embakasieast_nairobi"}
702069,{"id":2524,"name":"702069_mathare_nairobi"}
701128,{"id":2529,"name":"701128_mbeerenorth_embu"}
701287,{"id":2542,"name":"701287_mwingicentral_kitui"}
709434,{"id":2547,"name":"709434_magarini_kilifi"}
709387,{"id":2552,"name":"709387_kaloleni_kilifi"}
701994,{"id":2557,"name":"701994_kamukunji_nairobi"}
600040,{"id":2562,"name":"600040_gem_siaya"}
602408,{"id":2567,"name":"602408_rangwe_homabay"}
701623,{"id":2572,"name":"701623_nyatike_migori"}
709690,{"id":2577,"name":"709690_nyatike_migori"}
711189,{"id":2582,"name":"711189_kipkelionwest_kericho"}
704727,{"id":2587,"name":"704727_gilgil_nakuru"}
600739,{"id":2592,"name":"600739_likuyani_kakamega"}
701310,{"id":2597,"name":"701310_embakasisouth_nairobi"}
702268,{"id":2602,"name":"702268_kibra_nairobi"}
700934,{"id":2607,"name":"700934_ikolomani_kakamega"}
703985,{"id":2612,"name":"703985_bureti_kericho"}
709497,{"id":2617,"name":"709497_subukia_nakuru"}
601044,{"id":853,"name":"601044_gilgil_nakuru"}
700289,{"id":857,"name":"700289_tetu_nyeri"}
700628,{"id":862,"name":"700628_lugari_kakamega"}
711210,{"id":867,"name":"711210_emgwen_nandi"}
708156,{"id":874,"name":"708156_rongai_nakuru"}
601637,{"id":879,"name":"601637_embakasisouth_nairobi"}
600700,{"id":883,"name":"600700_malava_kakamega"}
701011,{"id":888,"name":"701011_kuresoisouth_nakuru"}
712870,{"id":893,"name":"712870_gilgil_nakuru"}
702170,{"id":898,"name":"702170_ruaraka_nairobi"}
700646,{"id":903,"name":"700646_lugari_kakamega"}
702426,{"id":908,"name":"702426_awendo_migori"}
600412,{"id":913,"name":"600412_rarieda_siaya"}
700108,{"id":2311,"name":"700108_kuriaeast_migori"}
708759,{"id":921,"name":"708759_dagorettinorth_nairobi"}
700170,{"id":926,"name":"700170_awendo_migori"}
700786,{"id":931,"name":"700786_matungu_kakamega"}
600058,{"id":936,"name":"600058_gem_siaya"}
602218,{"id":941,"name":"602218_rarieda_siaya"}
701076,{"id":946,"name":"701076_mwinginorth_kitui"}
711528,{"id":951,"name":"711528_kipkelionwest_kericho"}
601634,{"id":956,"name":"601634_embakasieast_nairobi"}
700893,{"id":961,"name":"700893_lurambi_kakamega"}
600320,{"id":966,"name":"600320_rachuonyonorth_homabay"}
702235,{"id":971,"name":"702235_kibra_nairobi"}
700094,{"id":976,"name":"700094_kuriaeast_migori"}
712871,{"id":983,"name":"712871_gilgil_nakuru"}
706966,{"id":987,"name":"706966_nyeritown_nyeri"}
709448,{"id":992,"name":"709448_magarini_kilifi"}
701374,{"id":997,"name":"701374_sunawest_migori"}
708541,{"id":1002,"name":"708541_njoro_nakuru"}
700814,{"id":1011,"name":"700814_butere_kakamega"}
701201,{"id":1016,"name":"701201_kituisouth_kitui"}
600717,{"id":1021,"name":"600717_ikolomani_kakamega"}
700810,{"id":1026,"name":"700810_butere_kakamega"}
601694,{"id":1031,"name":"601694_embakasinorth_nairobi"}
701986,{"id":1036,"name":"701986_makadara_nairobi"}
709013,{"id":1041,"name":"709013_westlands_nairobi"}
602800,{"id":1046,"name":"602800_homabaytown_homabay"}
701865,{"id":1051,"name":"701865_makadara_nairobi"}
712677,{"id":1052,"name":"712677_nakuruwest_nakuru"}
702400,{"id":1053,"name":"702400_mukurwe-ini_nyeri"}
700087,{"id":1054,"name":"700087_kuriaeast_migori"}
702115,{"id":1055,"name":"702115_ruaraka_nairobi"}
710113,{"id":1056,"name":"710113_tinderet_nandi"}
702114,{"id":1057,"name":"702114_kamukunji_nairobi"}
712206,{"id":1058,"name":"712206_njoro_nakuru"}
708701,{"id":1059,"name":"708701_embakasiwest_nairobi"}
702134,{"id":1060,"name":"702134_embakasinorth_nairobi"}
708586,{"id":1061,"name":"708586_molo_nakuru"}
700507,{"id":1062,"name":"700507_shinyalu_kakamega"}
708688,{"id":1063,"name":"708688_kamukunji_nairobi"}
711130,{"id":1064,"name":"711130_manyatta_embu"}
709475,{"id":1065,"name":"709475_magarini_kilifi"}
711117,{"id":1066,"name":"711117_manyatta_embu"}
708511,{"id":1067,"name":"708511_nakuruwest_nakuru"}
700832,{"id":1068,"name":"700832_butere_kakamega"}
700941,{"id":1069,"name":"700941_ikolomani_kakamega"}
700804,{"id":1070,"name":"700804_matungu_kakamega"}
709977,{"id":1071,"name":"709977_nakuruwest_nakuru"}
600355,{"id":1072,"name":"600355_rachuonyonorth_homabay"}
700294,{"id":1073,"name":"700294_khwisero_kakamega"}
702035,{"id":1074,"name":"702035_dagorettinorth_nairobi"}
700854,{"id":1075,"name":"700854_mumiaswest_kakamega"}
600044,{"id":1076,"name":"600044_gem_siaya"}
701751,{"id":1077,"name":"701751_mbeerenorth_embu"}
702289,{"id":1078,"name":"702289_embakasiwest_nairobi"}
703171,{"id":1079,"name":"703171_rachuonyonorth_homabay"}
708877,{"id":1080,"name":"708877_ruaraka_nairobi"}
601092,{"id":2316,"name":"601092_chesumei_nandi"}
601044,{"id":1082,"name":"601044_nakurueast_nakuru"}
700259,{"id":1083,"name":"700259_khwisero_kakamega"}
708753,{"id":1084,"name":"708753_embakasinorth_nairobi"}
600946,{"id":1085,"name":"600946_ugenya_siaya"}
701213,{"id":1086,"name":"701213_kituicentral_kitui"}
709023,{"id":1087,"name":"709023_ruaraka_nairobi"}
701200,{"id":1088,"name":"701200_kituisouth_kitui"}
702557,{"id":1089,"name":"702557_ganze_kilifi"}
701884,{"id":2321,"name":"701884_makadara_nairobi"}
700295,{"id":1091,"name":"700295_khwisero_kakamega"}
713325,{"id":1092,"name":"713325_mbeerenorth_embu"}
601058,{"id":1093,"name":"601058_subukia_nakuru"}
601633,{"id":1094,"name":"601633_embakasieast_nairobi"}
701646,{"id":1095,"name":"701646_nyatike_migori"}
602396,{"id":1096,"name":"602396_homabaytown_homabay"}
701894,{"id":1097,"name":"701894_embakasicentral_nairobi"}
601655,{"id":1098,"name":"601655_roysambu_nairobi"}
701934,{"id":1099,"name":"701934_starehe_nairobi"}
712167,{"id":1100,"name":"712167_nakuruwest_nakuru"}
711316,{"id":1101,"name":"711316_mosop_nandi"}
600707,{"id":1102,"name":"600707_malava_kakamega"}
701946,{"id":1103,"name":"701946_westlands_nairobi"}
602306,{"id":1104,"name":"602306_rangwe_homabay"}
700402,{"id":1105,"name":"700402_malava_kakamega"}
701945,{"id":1106,"name":"701945_makadara_nairobi"}
600370,{"id":1107,"name":"600370_rachuonyonorth_homabay"}
709962,{"id":1108,"name":"709962_nakuruwest_nakuru"}
702117,{"id":1109,"name":"702117_dagorettisouth_nairobi"}
703973,{"id":1110,"name":"703973_bureti_kericho"}
